disease_name,symptoms,department_name
Nhiễm trùng đường tiểu,"tiểu rắt, tiểu mủ, tiểu buốt, đau lưng, tiểu đục, sốt nhẹ",Thận tiết niệu
Nhiễm trùng đường tiểu,"tiểu buốt, sốt nhẹ, tiểu mủ, tiểu đục, đau lưng",Thận tiết niệu
Nhiễm trùng đường tiểu,"tiểu rắt, tiểu nhiều, đau hạ vị, đau lưng, sốt nhẹ, tiểu đục, tiểu mủ",Thận tiết niệu
Nhiễm trùng đường tiểu,"đau hạ vị, tiểu đục, sốt nhẹ, đau lưng, tiểu rắt, tiểu nhiều",Thận tiết niệu
Nhiễm trùng đường tiểu,"sốt nhẹ, tiểu mủ, đau lưng, đau hạ vị, tiểu buốt, tiểu rắt, tiểu đục",Thận tiết niệu
Nhiễm trùng đường tiểu,"tiểu đục, tiểu nhiều, sốt nhẹ, tiểu rắt, tiểu mủ, đau lưng, đau hạ vị",Thận tiết niệu
Nhiễm trùng đường tiểu,"đau hạ vị, tiểu đục, sốt nhẹ, tiểu nhiều, tiểu mủ",Thận tiết niệu
Nhiễm trùng đường tiểu,"tiểu rắt, tiểu đục, sốt nhẹ, tiểu buốt, đau hạ vị",Thận tiết niệu
Viêm bể thận cấp,"sốt cao, ớn lạnh, đau lưng, đau hông, buồn nôn, nôn, tiểu buốt, tiểu rắt",Thận tiết niệu
Viêm bể thận cấp,"tiểu buốt, ớn lạnh, nôn, đau hông, buồn nôn",Thận tiết niệu
Viêm bể thận cấp,"đau lưng, nôn, đau hông, buồn nôn, tiểu buốt, tiểu rắt, ớn lạnh",Thận tiết niệu
Viêm bể thận cấp,"tiểu buốt, đau hông, tiểu rắt, sốt cao, đau lưng",Thận tiết niệu
Viêm bể thận cấp,"đau lưng, tiểu buốt, sốt cao, tiểu rắt",Thận tiết niệu
Viêm bể thận cấp,"buồn nôn, sốt cao, tiểu buốt, đau lưng, tiểu rắt",Thận tiết niệu
Viêm bể thận cấp,"sốt cao, buồn nôn, tiểu rắt, ớn lạnh, đau lưng",Thận tiết niệu
Viêm bể thận cấp,"tiểu rắt, buồn nôn, đau hông, tiểu buốt, nôn, sốt cao, đau lưng, ớn lạnh",Thận tiết niệu
Viêm bể thận cấp,"tiểu buốt, tiểu rắt, buồn nôn, đau hông, đau lưng, sốt cao, ớn lạnh",Thận tiết niệu
Viêm bể thận cấp,"buồn nôn, đau hông, nôn, đau lưng, tiểu buốt, sốt cao, tiểu rắt",Thận tiết niệu
Phì đại tuyến tiền liệt,"tiểu khó, tiểu đêm, tiểu rắt, bí tiểu, khó nín tiểu",Thận tiết niệu
Phì đại tuyến tiền liệt,"bí tiểu, khó nín tiểu, tiểu rắt, tiểu khó, tiểu đêm",Thận tiết niệu
Phì đại tuyến tiền liệt,"tiểu rắt, khó nín tiểu, tiểu khó",Thận tiết niệu
Phì đại tuyến tiền liệt,"tiểu khó, khó nín tiểu, tiểu rắt, tiểu đêm, bí tiểu",Thận tiết niệu
Phì đại tuyến tiền liệt,"tiểu đêm, khó nín tiểu, tiểu khó, tiểu rắt",Thận tiết niệu
Phì đại tuyến tiền liệt,"tiểu khó, khó nín tiểu, tiểu rắt",Thận tiết niệu
Phì đại tuyến tiền liệt,"khó nín tiểu, tiểu đêm, bí tiểu, tiểu rắt",Thận tiết niệu
Phì đại tuyến tiền liệt,"bí tiểu, tiểu khó, khó nín tiểu, tiểu rắt, tiểu đêm",Thận tiết niệu
Phì đại tuyến tiền liệt,"tiểu khó, bí tiểu, khó nín tiểu, tiểu đêm, tiểu rắt",Thận tiết niệu
Phì đại tuyến tiền liệt,"bí tiểu, tiểu đêm, tiểu rắt, khó nín tiểu, tiểu khó",Thận tiết niệu
Ung thư thận,"tiểu máu, đau lưng, khối u sờ thấy, sụt cân, sốt nhẹ, mệt mỏi, da xanh tái, đau đầu",Thận tiết niệu
Ung thư thận,"da xanh tái, sốt nhẹ, mệt mỏi, tiểu máu, sụt cân",Thận tiết niệu
Ung thư thận,"tiểu máu, khối u sờ thấy, sốt nhẹ, mệt mỏi, đau đầu",Thận tiết niệu
Ung thư thận,"da xanh tái, tiểu máu, đau lưng, sụt cân, mệt mỏi",Thận tiết niệu
Ung thư thận,"sốt nhẹ, mệt mỏi, da xanh tái, đau lưng, đau đầu, tiểu máu, sụt cân",Thận tiết niệu
Ung thư thận,"mệt mỏi, khối u sờ thấy, tiểu máu, sụt cân, da xanh tái, đau lưng, sốt nhẹ",Thận tiết niệu
Ung thư thận,"sụt cân, khối u sờ thấy, da xanh tái, đau lưng",Thận tiết niệu
Ung thư thận,"sốt nhẹ, tiểu máu, sụt cân, đau đầu, mệt mỏi, da xanh tái, đau lưng, khối u sờ thấy",Thận tiết niệu
Ung thư thận,"khối u sờ thấy, sụt cân, đau lưng, tiểu máu",Thận tiết niệu
Ung thư thận,"da xanh tái, khối u sờ thấy, sốt nhẹ, đau lưng",Thận tiết niệu
Hội chứng thận hư,"phù mặt, phù chân, phù toàn thân, tiểu ít, mệt mỏi, chán ăn, tăng cân, tiểu đục",Thận tiết niệu
Hội chứng thận hư,"phù toàn thân, tiểu đục, tăng cân, phù chân, tiểu ít, chán ăn",Thận tiết niệu
Hội chứng thận hư,"phù toàn thân, chán ăn, phù mặt, tiểu ít, tiểu đục",Thận tiết niệu
Hội chứng thận hư,"mệt mỏi, tiểu đục, tăng cân, chán ăn, phù chân, tiểu ít, phù mặt",Thận tiết niệu
Hội chứng thận hư,"tiểu ít, mệt mỏi, tăng cân, phù chân, phù toàn thân, chán ăn, phù mặt",Thận tiết niệu
Hội chứng thận hư,"phù chân, tiểu ít, chán ăn, tiểu đục, mệt mỏi, phù mặt",Thận tiết niệu
Hội chứng thận hư,"chán ăn, tiểu ít, phù chân, phù mặt, phù toàn thân, tiểu đục, tăng cân",Thận tiết niệu
Hội chứng thận hư,"phù toàn thân, tiểu ít, tiểu đục, chán ăn, phù chân, phù mặt, tăng cân, mệt mỏi",Thận tiết niệu
Hội chứng thận hư,"tăng cân, phù chân, tiểu đục, phù mặt, mệt mỏi, chán ăn, tiểu ít, phù toàn thân",Thận tiết niệu
Hội chứng thận hư,"phù toàn thân, tăng cân, phù mặt, tiểu ít",Thận tiết niệu
Sốt xuất huyết trẻ em,"sốt cao, phát ban, đau đầu, đau bụng, nôn, chảy máu mũi, bầm tím, mệt mỏi",Nhi khoa
Sốt xuất huyết trẻ em,"mệt mỏi, chảy máu mũi, đau đầu, đau bụng, nôn",Nhi khoa
Sốt xuất huyết trẻ em,"mệt mỏi, nôn, chảy máu mũi, bầm tím, phát ban",Nhi khoa
Sốt xuất huyết trẻ em,"đau bụng, chảy máu mũi, mệt mỏi, đau đầu, phát ban, nôn, bầm tím, sốt cao",Nhi khoa
Sốt xuất huyết trẻ em,"chảy máu mũi, phát ban, sốt cao, đau đầu, đau bụng, nôn, bầm tím",Nhi khoa
Sốt xuất huyết trẻ em,"đau bụng, chảy máu mũi, sốt cao, nôn, đau đầu, phát ban, mệt mỏi, bầm tím",Nhi khoa
Sốt xuất huyết trẻ em,"đau đầu, sốt cao, bầm tím, đau bụng, chảy máu mũi",Nhi khoa
Sốt xuất huyết trẻ em,"đau bụng, bầm tím, chảy máu mũi, sốt cao",Nhi khoa
Sốt xuất huyết trẻ em,"đau bụng, mệt mỏi, chảy máu mũi, nôn, phát ban",Nhi khoa
Sốt xuất huyết trẻ em,"phát ban, mệt mỏi, nôn, chảy máu mũi, đau bụng, đau đầu",Nhi khoa
Tay chân miệng,"loét miệng, phát ban, mụn nước, sốt cao, biếng ăn, quấy khóc, chảy nước miếng, đau họng",Nhi khoa
Tay chân miệng,"mụn nước, loét miệng, chảy nước miếng, biếng ăn",Nhi khoa
Tay chân miệng,"sốt cao, phát ban, mụn nước, chảy nước miếng, loét miệng, biếng ăn",Nhi khoa
Tay chân miệng,"phát ban, đau họng, quấy khóc, sốt cao, biếng ăn, loét miệng",Nhi khoa
Tay chân miệng,"mụn nước, biếng ăn, chảy nước miếng, quấy khóc, phát ban",Nhi khoa
Tay chân miệng,"loét miệng, phát ban, đau họng, chảy nước miếng, sốt cao, biếng ăn, mụn nước",Nhi khoa
Tay chân miệng,"chảy nước miếng, mụn nước, đau họng, biếng ăn, phát ban",Nhi khoa
Tay chân miệng,"biếng ăn, đau họng, sốt cao, loét miệng, chảy nước miếng, quấy khóc, phát ban",Nhi khoa
Tay chân miệng,"biếng ăn, sốt cao, chảy nước miếng, mụn nước, quấy khóc, loét miệng, đau họng",Nhi khoa
Tay chân miệng,"đau họng, quấy khóc, biếng ăn, loét miệng",Nhi khoa
Tiêu chảy cấp trẻ em,"tiêu chảy nhiều lần, nôn, sốt nhẹ, biếng ăn, quấy khóc, khô miệng, tiểu ít, ngủ li bì",Nhi khoa
Tiêu chảy cấp trẻ em,"biếng ăn, tiểu ít, quấy khóc, ngủ li bì, nôn, tiêu chảy nhiều lần, sốt nhẹ",Nhi khoa
Tiêu chảy cấp trẻ em,"tiêu chảy nhiều lần, khô miệng, sốt nhẹ, biếng ăn, ngủ li bì, tiểu ít",Nhi khoa
Tiêu chảy cấp trẻ em,"sốt nhẹ, biếng ăn, tiểu ít, khô miệng, tiêu chảy nhiều lần",Nhi khoa
Tiêu chảy cấp trẻ em,"sốt nhẹ, tiêu chảy nhiều lần, quấy khóc, biếng ăn, nôn",Nhi khoa
Tiêu chảy cấp trẻ em,"tiêu chảy nhiều lần, khô miệng, nôn, tiểu ít, sốt nhẹ, biếng ăn",Nhi khoa
Tiêu chảy cấp trẻ em,"tiểu ít, nôn, quấy khóc, khô miệng, ngủ li bì, tiêu chảy nhiều lần, sốt nhẹ, biếng ăn",Nhi khoa
Tiêu chảy cấp trẻ em,"ngủ li bì, tiểu ít, quấy khóc, biếng ăn",Nhi khoa
Tiêu chảy cấp trẻ em,"tiêu chảy nhiều lần, sốt nhẹ, khô miệng, biếng ăn, ngủ li bì, nôn",Nhi khoa
Tiêu chảy cấp trẻ em,"biếng ăn, sốt nhẹ, quấy khóc, nôn",Nhi khoa
Viêm phổi trẻ em,"sốt cao, ho có đờm, khó thở, thở nhanh, tím tái, quấy khóc, bỏ bú",Nhi khoa
Viêm phổi trẻ em,"thở nhanh, ho có đờm, sốt cao, quấy khóc, khó thở, tím tái",Nhi khoa
Viêm phổi trẻ em,"bỏ bú, ho có đờm, sốt cao, quấy khóc, tím tái, khó thở, thở nhanh",Nhi khoa
Viêm phổi trẻ em,"sốt cao, tím tái, quấy khóc, bỏ bú",Nhi khoa
Viêm phổi trẻ em,"khó thở, tím tái, sốt cao, ho có đờm, quấy khóc, thở nhanh",Nhi khoa
Viêm phổi trẻ em,"khó thở, quấy khóc, thở nhanh, ho có đờm, sốt cao, bỏ bú, tím tái",Nhi khoa
Viêm phổi trẻ em,"ho có đờm, tím tái, sốt cao, quấy khóc, bỏ bú, thở nhanh, khó thở",Nhi khoa
Viêm phổi trẻ em,"bỏ bú, quấy khóc, thở nhanh, ho có đờm, tím tái",Nhi khoa
Viêm phổi trẻ em,"thở nhanh, tím tái, khó thở, bỏ bú",Nhi khoa
Viêm phổi trẻ em,"ho có đờm, thở nhanh, sốt cao, bỏ bú, khó thở, quấy khóc, tím tái",Nhi khoa
Hen ở trẻ em,"thở khò khè, khó thở, ho khan, tức ngực, khó thở đêm, ngứa mũi, phát ban",Nhi khoa
Hen ở trẻ em,"khó thở đêm, ngứa mũi, phát ban, khó thở, thở khò khè, tức ngực, ho khan",Nhi khoa
Hen ở trẻ em,"thở khò khè, khó thở, tức ngực, ngứa mũi, khó thở đêm, ho khan",Nhi khoa
Hen ở trẻ em,"ngứa mũi, tức ngực, khó thở",Nhi khoa
Hen ở trẻ em,"thở khò khè, phát ban, khó thở đêm",Nhi khoa
Hen ở trẻ em,"ngứa mũi, khó thở, ho khan",Nhi khoa
Hen ở trẻ em,"ngứa mũi, thở khò khè, khó thở, khó thở đêm",Nhi khoa
Hen ở trẻ em,"tức ngực, khó thở, thở khò khè, phát ban, ngứa mũi",Nhi khoa
Hen ở trẻ em,"khó thở, tức ngực, ngứa mũi, thở khò khè, ho khan",Nhi khoa
Hen ở trẻ em,"ho khan, khó thở, phát ban, tức ngực, thở khò khè, khó thở đêm",Nhi khoa
Sốt phát ban trẻ em,"sốt cao, phát ban, biếng ăn, quấy khóc, mệt mỏi, hạch to",Nhi khoa
Sốt phát ban trẻ em,"hạch to, quấy khóc, sốt cao, mệt mỏi, biếng ăn",Nhi khoa
Sốt phát ban trẻ em,"hạch to, sốt cao, quấy khóc",Nhi khoa
Sốt phát ban trẻ em,"mệt mỏi, sốt cao, hạch to, biếng ăn, quấy khóc",Nhi khoa
Sốt phát ban trẻ em,"mệt mỏi, quấy khóc, phát ban, sốt cao",Nhi khoa
Sốt phát ban trẻ em,"hạch to, mệt mỏi, sốt cao, quấy khóc",Nhi khoa
Sốt phát ban trẻ em,"mệt mỏi, hạch to, quấy khóc, phát ban, sốt cao, biếng ăn",Nhi khoa
Sốt phát ban trẻ em,"quấy khóc, hạch to, phát ban, sốt cao, biếng ăn, mệt mỏi",Nhi khoa
Sốt phát ban trẻ em,"quấy khóc, mệt mỏi, phát ban",Nhi khoa
Sốt phát ban trẻ em,"mệt mỏi, biếng ăn, hạch to, sốt cao, quấy khóc, phát ban",Nhi khoa
Viêm tai giữa trẻ em,"đau tai, sốt cao, quấy khóc, bỏ bú, chảy mủ tai, mất ngủ",Nhi khoa
Viêm tai giữa trẻ em,"sốt cao, chảy mủ tai, đau tai",Nhi khoa
Viêm tai giữa trẻ em,"sốt cao, mất ngủ, quấy khóc, bỏ bú, chảy mủ tai, đau tai",Nhi khoa
Viêm tai giữa trẻ em,"bỏ bú, chảy mủ tai, đau tai, mất ngủ, quấy khóc, sốt cao",Nhi khoa
Viêm tai giữa trẻ em,"đau tai, sốt cao, mất ngủ",Nhi khoa
Viêm tai giữa trẻ em,"sốt cao, quấy khóc, đau tai, bỏ bú, chảy mủ tai, mất ngủ",Nhi khoa
Viêm tai giữa trẻ em,"quấy khóc, mất ngủ, sốt cao, đau tai",Nhi khoa
Viêm tai giữa trẻ em,"chảy mủ tai, đau tai, mất ngủ",Nhi khoa
Viêm tai giữa trẻ em,"mất ngủ, sốt cao, quấy khóc",Nhi khoa
Viêm tai giữa trẻ em,"mất ngủ, chảy mủ tai, sốt cao, bỏ bú",Nhi khoa
Còi xương,"còi xương, chậm phát triển, biến dạng khớp, vã mồ hôi, mất ngủ, rụng tóc",Nhi khoa
Còi xương,"rụng tóc, biến dạng khớp, còi xương, chậm phát triển, vã mồ hôi, mất ngủ",Nhi khoa
Còi xương,"còi xương, rụng tóc, vã mồ hôi, biến dạng khớp",Nhi khoa
Còi xương,"mất ngủ, còi xương, vã mồ hôi, biến dạng khớp, chậm phát triển, rụng tóc",Nhi khoa
Còi xương,"biến dạng khớp, mất ngủ, rụng tóc, vã mồ hôi, chậm phát triển, còi xương",Nhi khoa
Còi xương,"biến dạng khớp, rụng tóc, còi xương, vã mồ hôi, mất ngủ, chậm phát triển",Nhi khoa
Còi xương,"vã mồ hôi, biến dạng khớp, chậm phát triển, rụng tóc, mất ngủ",Nhi khoa
Còi xương,"mất ngủ, rụng tóc, biến dạng khớp, chậm phát triển, vã mồ hôi, còi xương",Nhi khoa
Còi xương,"biến dạng khớp, chậm phát triển, rụng tóc, còi xương, mất ngủ",Nhi khoa
Còi xương,"biến dạng khớp, chậm phát triển, vã mồ hôi, mất ngủ, rụng tóc",Nhi khoa
Suy dinh dưỡng trẻ em,"chậm phát triển, sụt cân, biếng ăn, mệt mỏi, rụng tóc, phù toàn thân, da xanh tái",Nhi khoa
Suy dinh dưỡng trẻ em,"da xanh tái, biếng ăn, sụt cân, rụng tóc",Nhi khoa
Suy dinh dưỡng trẻ em,"phù toàn thân, mệt mỏi, rụng tóc, biếng ăn, sụt cân, da xanh tái, chậm phát triển",Nhi khoa
Suy dinh dưỡng trẻ em,"phù toàn thân, biếng ăn, mệt mỏi, sụt cân",Nhi khoa
Suy dinh dưỡng trẻ em,"rụng tóc, biếng ăn, phù toàn thân, chậm phát triển, da xanh tái, sụt cân, mệt mỏi",Nhi khoa
Suy dinh dưỡng trẻ em,"da xanh tái, biếng ăn, rụng tóc, mệt mỏi",Nhi khoa
Suy dinh dưỡng trẻ em,"rụng tóc, mệt mỏi, chậm phát triển, biếng ăn",Nhi khoa
Suy dinh dưỡng trẻ em,"sụt cân, rụng tóc, chậm phát triển, phù toàn thân, mệt mỏi, biếng ăn",Nhi khoa
Suy dinh dưỡng trẻ em,"biếng ăn, sụt cân, chậm phát triển, mệt mỏi, phù toàn thân, da xanh tái, rụng tóc",Nhi khoa
Suy dinh dưỡng trẻ em,"biếng ăn, da xanh tái, rụng tóc, sụt cân, phù toàn thân",Nhi khoa
Vàng da sơ sinh,"vàng da sơ sinh, vàng da, ngủ li bì, bỏ bú, vàng mắt",Nhi khoa
Vàng da sơ sinh,"vàng da sơ sinh, ngủ li bì, vàng mắt, bỏ bú, vàng da",Nhi khoa
Vàng da sơ sinh,"vàng da sơ sinh, bỏ bú, vàng da, vàng mắt, ngủ li bì",Nhi khoa
Vàng da sơ sinh,"bỏ bú, vàng da sơ sinh, vàng da, vàng mắt",Nhi khoa
Vàng da sơ sinh,"vàng da sơ sinh, ngủ li bì, vàng da",Nhi khoa
Vàng da sơ sinh,"vàng da sơ sinh, vàng da, bỏ bú, ngủ li bì, vàng mắt",Nhi khoa
Vàng da sơ sinh,"vàng mắt, bỏ bú, ngủ li bì, vàng da",Nhi khoa
Vàng da sơ sinh,"bỏ bú, ngủ li bì, vàng mắt",Nhi khoa
Vàng da sơ sinh,"vàng mắt, bỏ bú, vàng da",Nhi khoa
Vàng da sơ sinh,"ngủ li bì, vàng da, vàng mắt, vàng da sơ sinh",Nhi khoa
Nhiễm trùng sơ sinh,"sốt cao, sốt nhẹ, ngủ li bì, bỏ bú, thóp phồng, vàng da, co giật, tím tái",Nhi khoa
Nhiễm trùng sơ sinh,"vàng da, sốt nhẹ, co giật, ngủ li bì, bỏ bú",Nhi khoa
Nhiễm trùng sơ sinh,"vàng da, bỏ bú, co giật, sốt cao",Nhi khoa
Nhiễm trùng sơ sinh,"tím tái, sốt nhẹ, ngủ li bì, bỏ bú, co giật, vàng da, sốt cao",Nhi khoa
Nhiễm trùng sơ sinh,"bỏ bú, sốt nhẹ, vàng da, ngủ li bì, sốt cao, thóp phồng",Nhi khoa
Nhiễm trùng sơ sinh,"sốt nhẹ, tím tái, co giật, sốt cao, thóp phồng, vàng da",Nhi khoa
Nhiễm trùng sơ sinh,"vàng da, co giật, tím tái, thóp phồng, bỏ bú, sốt nhẹ, sốt cao, ngủ li bì",Nhi khoa
Nhiễm trùng sơ sinh,"ngủ li bì, tím tái, sốt nhẹ, bỏ bú, co giật, sốt cao, thóp phồng, vàng da",Nhi khoa
Nhiễm trùng sơ sinh,"bỏ bú, sốt cao, ngủ li bì, tím tái, co giật, thóp phồng",Nhi khoa
Nhiễm trùng sơ sinh,"co giật, tím tái, vàng da, thóp phồng, ngủ li bì, sốt cao",Nhi khoa
Co giật do sốt cao,"sốt cao, co giật, mất ý thức, mệt mỏi, ngủ li bì, lú lẫn",Nhi khoa
Co giật do sốt cao,"ngủ li bì, co giật, mệt mỏi",Nhi khoa
Co giật do sốt cao,"sốt cao, mệt mỏi, lú lẫn, mất ý thức, co giật",Nhi khoa
Co giật do sốt cao,"mệt mỏi, sốt cao, co giật",Nhi khoa
Co giật do sốt cao,"lú lẫn, ngủ li bì, mệt mỏi, mất ý thức, sốt cao, co giật",Nhi khoa
Co giật do sốt cao,"co giật, sốt cao, ngủ li bì, mệt mỏi",Nhi khoa
Co giật do sốt cao,"co giật, ngủ li bì, sốt cao, mất ý thức, mệt mỏi",Nhi khoa
Co giật do sốt cao,"mệt mỏi, co giật, mất ý thức, lú lẫn, sốt cao, ngủ li bì",Nhi khoa
Co giật do sốt cao,"sốt cao, mệt mỏi, co giật, ngủ li bì",Nhi khoa
Co giật do sốt cao,"sốt cao, mệt mỏi, ngủ li bì, mất ý thức, lú lẫn, co giật",Nhi khoa
Viêm thanh quản cấp ở trẻ,"ho khan, khó thở, thở rít, khàn giọng, sốt nhẹ, quấy khóc, tím tái",Nhi khoa
Viêm thanh quản cấp ở trẻ,"thở rít, khàn giọng, quấy khóc",Nhi khoa
Viêm thanh quản cấp ở trẻ,"sốt nhẹ, thở rít, quấy khóc",Nhi khoa
Viêm thanh quản cấp ở trẻ,"tím tái, ho khan, khàn giọng",Nhi khoa
Viêm thanh quản cấp ở trẻ,"khó thở, sốt nhẹ, ho khan, thở rít",Nhi khoa
Viêm thanh quản cấp ở trẻ,"ho khan, sốt nhẹ, khó thở",Nhi khoa
Viêm thanh quản cấp ở trẻ,"khàn giọng, tím tái, thở rít",Nhi khoa
Viêm thanh quản cấp ở trẻ,"tím tái, quấy khóc, thở rít, sốt nhẹ, ho khan",Nhi khoa
Viêm thanh quản cấp ở trẻ,"sốt nhẹ, khàn giọng, tím tái, khó thở, quấy khóc, ho khan",Nhi khoa
Viêm thanh quản cấp ở trẻ,"sốt nhẹ, khàn giọng, ho khan, thở rít",Nhi khoa
Tiêu chảy do Rota virus,"tiêu chảy nhiều lần, nôn, sốt nhẹ, khô miệng, ngủ li bì, biếng ăn, quấy khóc",Nhi khoa
Tiêu chảy do Rota virus,"nôn, tiêu chảy nhiều lần, sốt nhẹ",Nhi khoa
Tiêu chảy do Rota virus,"biếng ăn, quấy khóc, sốt nhẹ, ngủ li bì, khô miệng, tiêu chảy nhiều lần, nôn",Nhi khoa
Tiêu chảy do Rota virus,"nôn, khô miệng, quấy khóc",Nhi khoa
Tiêu chảy do Rota virus,"tiêu chảy nhiều lần, khô miệng, biếng ăn",Nhi khoa
Tiêu chảy do Rota virus,"nôn, sốt nhẹ, quấy khóc, biếng ăn, ngủ li bì, khô miệng",Nhi khoa
Tiêu chảy do Rota virus,"quấy khóc, ngủ li bì, tiêu chảy nhiều lần, khô miệng",Nhi khoa
Tiêu chảy do Rota virus,"sốt nhẹ, tiêu chảy nhiều lần, biếng ăn, ngủ li bì, nôn, khô miệng",Nhi khoa
Tiêu chảy do Rota virus,"khô miệng, nôn, tiêu chảy nhiều lần, ngủ li bì, quấy khóc, sốt nhẹ",Nhi khoa
Tiêu chảy do Rota virus,"tiêu chảy nhiều lần, ngủ li bì, nôn, khô miệng",Nhi khoa
Viêm họng do Adenovirus,"sốt cao, đau họng, đỏ mắt, ho khan, hạch to, mệt mỏi, biếng ăn",Nhi khoa
Viêm họng do Adenovirus,"hạch to, mệt mỏi, ho khan, biếng ăn, sốt cao, đau họng",Nhi khoa
Viêm họng do Adenovirus,"đau họng, ho khan, mệt mỏi, đỏ mắt, hạch to, biếng ăn",Nhi khoa
Viêm họng do Adenovirus,"hạch to, đỏ mắt, ho khan, sốt cao, đau họng",Nhi khoa
Viêm họng do Adenovirus,"sốt cao, mệt mỏi, hạch to, ho khan",Nhi khoa
Viêm họng do Adenovirus,"sốt cao, biếng ăn, đỏ mắt, đau họng, hạch to, ho khan",Nhi khoa
Viêm họng do Adenovirus,"sốt cao, mệt mỏi, hạch to, đỏ mắt, ho khan",Nhi khoa
Viêm họng do Adenovirus,"đỏ mắt, ho khan, sốt cao, biếng ăn, đau họng, mệt mỏi",Nhi khoa
Viêm họng do Adenovirus,"đỏ mắt, sốt cao, hạch to, ho khan",Nhi khoa
Viêm họng do Adenovirus,"hạch to, đỏ mắt, mệt mỏi, sốt cao, đau họng, biếng ăn",Nhi khoa
Viêm âm đạo nấm,"ngứa vùng kín, khí hư bất thường, nóng rát vùng kín, đau khi quan hệ, tiểu buốt",Sản phụ khoa
Viêm âm đạo nấm,"nóng rát vùng kín, ngứa vùng kín, khí hư bất thường, đau khi quan hệ, tiểu buốt",Sản phụ khoa
Viêm âm đạo nấm,"đau khi quan hệ, khí hư bất thường, ngứa vùng kín",Sản phụ khoa
Viêm âm đạo nấm,"tiểu buốt, nóng rát vùng kín, ngứa vùng kín",Sản phụ khoa
Viêm âm đạo nấm,"khí hư bất thường, đau khi quan hệ, ngứa vùng kín",Sản phụ khoa
Viêm âm đạo nấm,"nóng rát vùng kín, đau khi quan hệ, tiểu buốt, ngứa vùng kín",Sản phụ khoa
Viêm âm đạo nấm,"đau khi quan hệ, nóng rát vùng kín, tiểu buốt",Sản phụ khoa
Viêm âm đạo nấm,"nóng rát vùng kín, đau khi quan hệ, khí hư bất thường, ngứa vùng kín, tiểu buốt",Sản phụ khoa
Viêm âm đạo nấm,"đau khi quan hệ, khí hư bất thường, tiểu buốt, nóng rát vùng kín",Sản phụ khoa
Viêm âm đạo nấm,"nóng rát vùng kín, khí hư bất thường, tiểu buốt, đau khi quan hệ",Sản phụ khoa
Viêm cổ tử cung,"khí hư bất thường, xuất huyết âm đạo, đau vùng chậu, đau khi quan hệ, tiểu buốt, ngứa vùng kín",Sản phụ khoa
Viêm cổ tử cung,"đau khi quan hệ, đau vùng chậu, xuất huyết âm đạo",Sản phụ khoa
Viêm cổ tử cung,"tiểu buốt, xuất huyết âm đạo, đau khi quan hệ, khí hư bất thường, ngứa vùng kín",Sản phụ khoa
Viêm cổ tử cung,"tiểu buốt, đau khi quan hệ, ngứa vùng kín, xuất huyết âm đạo, khí hư bất thường, đau vùng chậu",Sản phụ khoa
Viêm cổ tử cung,"đau vùng chậu, xuất huyết âm đạo, tiểu buốt, đau khi quan hệ",Sản phụ khoa
Viêm cổ tử cung,"đau vùng chậu, khí hư bất thường, tiểu buốt, xuất huyết âm đạo, đau khi quan hệ, ngứa vùng kín",Sản phụ khoa
Viêm cổ tử cung,"ngứa vùng kín, đau khi quan hệ, tiểu buốt",Sản phụ khoa
Viêm cổ tử cung,"đau vùng chậu, ngứa vùng kín, đau khi quan hệ, xuất huyết âm đạo, tiểu buốt",Sản phụ khoa
Viêm cổ tử cung,"xuất huyết âm đạo, ngứa vùng kín, đau khi quan hệ, đau vùng chậu, tiểu buốt, khí hư bất thường",Sản phụ khoa
Viêm cổ tử cung,"đau khi quan hệ, tiểu buốt, đau vùng chậu",Sản phụ khoa
Lạc nội mạc tử cung,"đau bụng kinh, rong kinh, đau khi quan hệ, vô sinh, đau vùng chậu, đau lưng dưới",Sản phụ khoa
Lạc nội mạc tử cung,"vô sinh, đau vùng chậu, rong kinh",Sản phụ khoa
Lạc nội mạc tử cung,"vô sinh, đau khi quan hệ, rong kinh",Sản phụ khoa
Lạc nội mạc tử cung,"đau bụng kinh, đau lưng dưới, vô sinh",Sản phụ khoa
Lạc nội mạc tử cung,"đau khi quan hệ, đau bụng kinh, đau lưng dưới, vô sinh, rong kinh, đau vùng chậu",Sản phụ khoa
Lạc nội mạc tử cung,"đau lưng dưới, đau khi quan hệ, đau bụng kinh, rong kinh, vô sinh, đau vùng chậu",Sản phụ khoa
Lạc nội mạc tử cung,"đau lưng dưới, đau bụng kinh, rong kinh",Sản phụ khoa
Lạc nội mạc tử cung,"vô sinh, đau khi quan hệ, đau bụng kinh",Sản phụ khoa
Lạc nội mạc tử cung,"đau khi quan hệ, đau vùng chậu, vô sinh",Sản phụ khoa
Lạc nội mạc tử cung,"vô sinh, rong kinh, đau khi quan hệ",Sản phụ khoa
U xơ tử cung,"rong kinh, đau bụng kinh, đau vùng chậu, khối u sờ thấy, tiểu rắt, táo bón, vô sinh",Sản phụ khoa
U xơ tử cung,"rong kinh, táo bón, tiểu rắt",Sản phụ khoa
U xơ tử cung,"vô sinh, khối u sờ thấy, tiểu rắt, đau bụng kinh, táo bón",Sản phụ khoa
U xơ tử cung,"tiểu rắt, đau vùng chậu, khối u sờ thấy, rong kinh, đau bụng kinh, vô sinh",Sản phụ khoa
